nombreOriginal;OBJECTID;ID_EJE;ID_GRUPO;ID_TIPO;TX_CAPA;NU_DIRECCI;NU_DOBLE_S;TX_NOMBRE;TX_NOMBRE_;Shape_Leng
Calle de Puerto Serrano;1580;1572;2108;1;CICLOCALLES;1;0;Calle de Puerto Serrano;PUERTO SERRANO;445,00219597500
Calle de los Embajadores;1581;1573;2109;1;CICLOCALLES;-1;0;Calle de los Embajadores;EMBAJADORES;182,66578619600
Calle de Cabeza del Villar;1582;1574;2111;1;CICLOCALLES;0;1;Calle de Cabeza del Villar;CABEZA DEL VILLAR;162,08451282100
Calle del Concejal Francisco JosÚ JimÚnez MartÝn;1583;1575;2112;1;CICLOCALLES;0;1;Calle del Concejal Francisco JosÚ JimÚnez MartÝn;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;45,07373433810
Calle de Miguel Aracil;1584;1576;2114;1;CICLOCALLES;-1;0;Calle de Miguel Aracil;MIGUEL ARACIL;235,60697297800
Calle de Miguel Aracil;1585;1577;2115;2;PEATONAL;0;0;Calle de Miguel Aracil;MIGUEL ARACIL;26,29690429950
Estaci¾n de ChamartÝn;1586;1578;2120;1;CICLOCALLES;-1;0;Estaci¾n de ChamartÝn;ESTACION DE CHAMARTIN;256,35602059300
Calle del Arzobispo Morcillo;1587;1579;2121;1;CICLOCALLES;0;1;Calle del Arzobispo Morcillo;ARZOBISPO MORCILLO;32,59913584400
Calle del Arzobispo Morcillo;1588;1580;2122;1;CICLOCALLES;0;1;Calle del Arzobispo Morcillo;ARZOBISPO MORCILLO;130,91375887000
Hospital Ram¾n y Cajal;1589;1581;2125;1;CICLOCALLES;0;1;Hospital Ram¾n y Cajal;HOSPITAL RAMON Y CAJAL;396,26188936700
Calle de San Modesto;1590;1582;2126;1;CICLOCALLES;0;1;Calle de San Modesto;SAN MODESTO;69,39538668320
Calle de San Modesto;1591;1583;2127;1;CICLOCALLES;0;1;Calle de San Modesto;SAN MODESTO;304,84010865400
Avenida del Cardenal Herrera Oria;1592;1584;2128;1;CICLOCALLES;0;1;Avenida del Cardenal Herrera Oria;CARDENAL HERRERA ORIA;100,03187494800
Calle de Monasterio de Las Huelgas;1593;1585;2129;1;CICLOCALLES;0;1;Calle de Monasterio de Las Huelgas;MONASTERIO DE LAS HUELGAS;416,25245208700
Calle de Monasterio de Oseira;1596;1588;2132;1;CICLOCALLES;0;1;Calle de Monasterio de Oseira;MONASTERIO DE OSERIA;219,04948377000
Calle de La Cabrera;1597;1589;2133;1;CICLOCALLES;0;1;Calle de La Cabrera;LA CABRERA;504,46950530700
Alejandro Casona;1820;0;0;1;CICLOCALLES;0;1;Alejandro Casona;;76,38585865750
Enrique Velasco;1821;0;0;1;CICLOCALLES;1;0;Enrique Velasco;;123,95966918600
Campus Sur UPM;1822;0;0;1;CICLOCALLES;0;1;Campus Sur UPM;;338,92678144300
Fuentidue±a;1823;0;0;2;PEATONAL;0;0;Fuentidue±a;;14,96596624100
Avenida de Manuel Aza±a;1824;0;0;2;PEATONAL;0;0;Avenida de Manuel Aza±a;;170,36574578800
La·d;1825;0;0;1;CICLOCALLES;0;1;La·d;;103,54167811300
Avenida del Ensanche de Vallecas;1826;0;0;1;CICLOCALLES;1;0;Avenida del Ensanche de Vallecas;;54,79452056370
Avenida del Ensanche de Vallecas;1827;0;0;1;CICLOCALLES;1;0;Avenida del Ensanche de Vallecas;;59,52290432750
Avenida del Ensanche de Vallecas;1828;0;0;1;CICLOCALLES;1;0;Avenida del Ensanche de Vallecas;;677,53486204000
Avenida del Ensanche de Vallecas;1829;0;0;1;CICLOCALLES;1;0;Avenida del Ensanche de Vallecas;;1333,46958546000
Avenida del Ensanche de Vallecas;1830;0;0;1;CICLOCALLES;1;0;Avenida del Ensanche de Vallecas;;1335,40396205000
Avenida del Ensanche de Vallecas;1831;0;0;1;CICLOCALLES;1;0;Avenida del Ensanche de Vallecas;;673,72432901700
Avenida del Ensanche de Vallecas;1832;0;0;1;CICLOCALLES;1;0;Avenida del Ensanche de Vallecas;;131,86737586400
Avenida del Ensanche de Vallecas;1833;0;0;1;CICLOCALLES;1;0;Avenida del Ensanche de Vallecas;;133,88385515300
Parque Fof¾;1834;0;0;2;PEATONAL;0;0;Parque Fof¾;;56,50670420530
Hermanos GarcÝa;1835;0;0;1;CICLOCALLES;1;0;Hermanos GarcÝa;;27,63204382830
Hermanos GarcÝa;1836;0;0;1;CICLOCALLES;1;0;Hermanos GarcÝa;;67,79134817590
Villalobos;1837;0;0;2;PEATONAL;0;0;Villalobos;;45,89969632590
Glorieta Rafael Alberti/Calle de los Andaluces;1838;0;0;1;CICLOCALLES;1;0;Glorieta Rafael Alberti/Calle de los Andaluces;;227,09306975000
Andaluces;1839;0;0;1;CICLOCALLES;0;1;Andaluces;;349,23482324500
Andaluces;1840;0;0;1;CICLOCALLES;1;0;Andaluces;;277,20719074400
Pablo Neruda;1841;0;0;1;CICLOCALLES;1;0;Pablo Neruda;;147,66586809500
Malgrat de Mar;1842;0;0;1;CICLOCALLES;1;0;Malgrat de Mar;;252,32732608200
Andaluces;1843;0;0;1;CICLOCALLES;1;0;Andaluces;;294,05941196700
Pablo Neruda;1844;0;0;1;CICLOCALLES;1;0;Pablo Neruda;;190,40541998000
Rafael Alberti;1845;0;0;1;CICLOCALLES;0;1;Rafael Alberti;;272,39865171000
Villalobos;1846;0;0;1;CICLOCALLES;0;1;Villalobos;;552,68822600000
Rafael Alberti;1847;0;0;1;CICLOCALLES;0;1;Rafael Alberti;;954,76301816400
Aragoneses;1848;0;0;1;CICLOCALLES;0;1;Aragoneses;;40,64905726080
Aragoneses;1849;0;0;1;CICLOCALLES;0;1;Aragoneses;;200,48019390900
Rafael Alberti;1850;0;0;1;CICLOCALLES;0;1;Rafael Alberti;;102,39576777000
Campo de la Paloma;1851;0;0;1;CICLOCALLES;0;1;Campo de la Paloma;;297,37608171100
Extreme±os;1852;0;0;1;CICLOCALLES;0;1;Extreme±os;;75,27376060780
Pablo Neruda;1853;0;0;1;CICLOCALLES;0;1;Pablo Neruda;;117,68910241300
Guillermo Pingarr¾n;1854;0;0;1;CICLOCALLES;0;1;Guillermo Pingarr¾n;;97,40496084760
Santiago AlÝo;1855;0;0;1;CICLOCALLES;1;0;Santiago AlÝo;;233,12914938300
Diego Manchado;1856;0;0;1;CICLOCALLES;1;0;Diego Manchado;;160,42971430500
Tßnger;1857;0;0;1;CICLOCALLES;1;0;Tßnger;;183,61436905100
Pedro Laborde;1858;0;0;1;CICLOCALLES;1;0;Pedro Laborde;;61,47516969970
Puerto de Velate;1859;0;0;1;CICLOCALLES;1;0;Puerto de Velate;;137,81317744600
Leoneses/Pedro Laborde;1860;0;0;1;CICLOCALLES;1;0;Leoneses/Pedro Laborde;;896,59804273600
Villalobos;1861;0;0;1;CICLOCALLES;0;1;Villalobos;;590,64172990600
Buenos Aires;1862;0;0;1;CICLOCALLES;1;0;Buenos Aires;;127,89850390000
Pedro Laborde;1863;0;0;1;CICLOCALLES;1;0;Pedro Laborde;;885,06339719600
San Feliu de Guixols;1864;0;0;1;CICLOCALLES;1;0;San Feliu de Guixols;;116,25243798300
Pont de Molins;1865;0;0;1;CICLOCALLES;1;0;Pont de Molins;;379,08992627000
San Feliu de Guixols;1866;0;0;1;CICLOCALLES;1;0;San Feliu de Guixols;;272,57426891200
Pedra±as;1867;0;0;1;CICLOCALLES;1;0;Pedra±as;;119,01010722500
Pont de Molins;1868;0;0;1;CICLOCALLES;1;0;Pont de Molins;;128,00185435800
Malgrat de Mar;1869;0;0;1;CICLOCALLES;0;1;Malgrat de Mar;;144,57461775800
BenjamÝn Palencia;1870;0;0;1;CICLOCALLES;0;1;BenjamÝn Palencia;;86,62218100460
Humanes;1871;0;0;1;CICLOCALLES;0;1;Humanes;;167,61775318800
Marchamalo;1872;0;0;1;CICLOCALLES;0;1;Marchamalo;;259,40610161400
San Feli·/Avenida de la Albufera;1873;0;0;1;CICLOCALLES;1;0;San Feli·/Avenida de la Albufera;;132,85001814100
Parque Fof¾;1874;0;0;2;PEATONAL;0;0;Parque Fof¾;;581,24738842600
Javier de Miguel;1875;0;0;1;CICLOCALLES;0;1;Javier de Miguel;;784,48612408900
Los Santos Inocentes;1876;0;0;1;CICLOCALLES;1;0;Los Santos Inocentes;;42,47346357760
Paso Estaci¾n de El Pozo;1877;0;0;2;PEATONAL;0;0;Paso Estaci¾n de El Pozo;;65,76917712520
Viridiana;1878;0;0;1;CICLOCALLES;1;0;Viridiana;;239,31492987800
Sierra de Tejeda;1879;0;0;1;CICLOCALLES;1;0;Sierra de Tejeda;;102,28737789800
Doctor Sßnchez;1880;0;0;1;CICLOCALLES;1;0;Doctor Sßnchez;;214,19018683500
Sierra de Tejeda;1881;0;0;1;CICLOCALLES;1;0;Sierra de Tejeda;;115,73280274800
San MoisÚs;1882;0;0;1;CICLOCALLES;1;0;San MoisÚs;;198,09315041700
Viridiana;1883;0;0;1;CICLOCALLES;0;1;Viridiana;;369,85236371700
Antonio Garisa;1884;0;0;1;CICLOCALLES;1;0;Antonio Garisa;;34,36528056970
Antonio Garisa;1885;0;0;1;CICLOCALLES;1;0;Antonio Garisa;;31,74484304530
Los Santos Inocentes;1886;0;0;1;CICLOCALLES;1;0;Los Santos Inocentes;;174,46258015500
Los Santos Inocentes;1887;0;0;1;CICLOCALLES;1;0;Los Santos Inocentes;;119,09788539500
Los Santos Inocentes;1888;0;0;1;CICLOCALLES;1;0;Los Santos Inocentes;;173,53282420600
Los Santos Inocentes;1889;0;0;1;CICLOCALLES;1;0;Los Santos Inocentes;;135,28574763300
Parque de Palomeras Bajas;1890;0;0;1;CICLOCALLES;0;1;Parque de Palomeras Bajas;;82,51775027240
Mogambo;1891;0;0;1;CICLOCALLES;0;1;Mogambo;;287,65971563800
Viridiana;1892;0;0;1;CICLOCALLES;1;0;Viridiana;;166,33071816200
Sabrina;1893;0;0;1;CICLOCALLES;1;0;Sabrina;;185,01414185000
Candilejas;1894;0;0;1;CICLOCALLES;0;1;Candilejas;;104,34077275300
MartÝnez de la Riva;1895;0;0;1;CICLOCALLES;1;0;MartÝnez de la Riva;;103,89594665700
Historias de la Radio;1896;0;1;1;CICLOCALLES;1;0;Historias de la Radio;;225,81015530800
La Cenicienta;1897;0;0;1;CICLOCALLES;0;1;La Cenicienta;;177,05156670400
Viridiana/Mogambo;1898;0;0;1;CICLOCALLES;1;0;Viridiana/Mogambo;;132,85003304600
Avda. Pablo Neruda/La Cenicienta;1899;0;0;1;CICLOCALLES;1;0;Avda. Pablo Neruda/La Cenicienta;;132,85001654500
La Diligencia;1900;0;0;1;CICLOCALLES;0;1;La Diligencia;;209,75667175700
Alianza;1902;0;0;1;CICLOCALLES;1;0;Alianza;;237,43192372100
Coalici¾n;1903;0;0;1;CICLOCALLES;1;0;Coalici¾n;;288,74415926600
Parque Espinillo;1904;0;0;2;PEATONAL;0;0;Parque Espinillo;;301,52025887900
Alianza;1905;0;0;1;CICLOCALLES;0;1;Alianza;;110,93876731800
Avda. Orovilla/Unanimidad;1906;0;0;1;CICLOCALLES;1;0;Avda. Orovilla/Unanimidad;;132,85004278500
Avda. Andalucia/Bohemios;1907;0;0;1;CICLOCALLES;1;0;Avda. Andalucia/Bohemios;;321,33612536600
Bohemios;1908;0;0;1;CICLOCALLES;1;0;Bohemios;;297,60028716100
La del Manojo de Rosas;1909;0;0;1;CICLOCALLES;1;0;La del Manojo de Rosas;;421,74999992900
Clara Shumann;1910;0;0;1;CICLOCALLES;0;1;Clara Shumann;;216,98663506300
Selma Lagerloff;1911;0;0;1;CICLOCALLES;0;1;Selma Lagerloff;;214,58150769800
Diamante;1912;0;0;1;CICLOCALLES;0;1;Diamante;;59,55287830520
Villaverde a Vallecas;1913;0;0;1;CICLOCALLES;0;1;Villaverde a Vallecas;;31,09068587000
Vilafuerte;1914;0;0;1;CICLOCALLES;0;1;Vilafuerte;;286,13266833500
CiudadanÝa;1915;0;0;1;CICLOCALLES;0;1;CiudadanÝa;;256,37558252800
La Corte del Fara¾n;1916;0;0;1;CICLOCALLES;0;1;La Corte del Fara¾n;;341,70692372100
Unanimidad;1917;0;0;1;CICLOCALLES;1;0;Unanimidad;;746,27843014900
Unanimidad;1918;0;0;1;CICLOCALLES;1;0;Unanimidad;;347,63449351600
Unanimidad;1919;0;0;1;CICLOCALLES;0;1;Unanimidad;;254,12402951500
Tertulia;1920;0;0;1;CICLOCALLES;0;1;Tertulia;;481,33961082700
Pasarela M-30;1923;0;0;2;PEATONAL;0;0;Pasarela M-30;;219,53317209700
Sandalio L¾pez;1925;0;0;2;PEATONAL;0;0;Sandalio L¾pez;;141,90157242900
Llodio/Manresa;1926;0;0;1;CICLOCALLES;0;1;Llodio/Manresa;;301,42742318600
Tutor;1927;0;0;1;CICLOCALLES;1;0;Tutor;;252,87638176300
Francisco Navacerrada;1928;0;0;1;CICLOCALLES;1;0;Francisco Navacerrada;;535,80756617400
Carlos Pereyra;1929;0;0;1;CICLOCALLES;0;1;Carlos Pereyra;;152,08960368900
Pradillo;1931;0;0;1;CICLOCALLES;1;0;Pradillo;;74,59834853800
Gustavo Fernßndez Balbuena;1932;0;0;1;CICLOCALLES;1;0;Gustavo Fernßndez Balbuena;;76,25241547940
Luis Larrainza;1933;0;0;1;CICLOCALLES;1;0;Luis Larrainza;;118,03903726800
Jorge Manrique;1934;0;0;1;CICLOCALLES;1;0;Jorge Manrique;;190,48085253400
Juan de la Cierva;1935;0;0;1;CICLOCALLES;1;0;Juan de la Cierva;;176,76719363300
JoaquÝn Costa;1936;0;0;1;CICLOCALLES;1;0;JoaquÝn Costa;;120,08936293500
JoaquÝn Costa;1937;0;0;2;PEATONAL;0;0;JoaquÝn Costa;;121,62684404700
MarquÚs de Ahumada/Ferrer del RÝo;1938;0;0;1;CICLOCALLES;1;0;MarquÚs de Ahumada/Ferrer del RÝo;;361,83749030000
Francisco Remiro;1940;0;0;1;CICLOCALLES;1;0;Francisco Remiro;;345,65441365800
Bonn;1941;0;0;1;CICLOCALLES;1;0;Bonn;;82,45886758850
Bonn;1942;0;0;1;CICLOCALLES;1;0;Bonn;;312,59894124000
Conde de Vilches;1944;0;0;1;CICLOCALLES;1;0;Conde de Vilches;;349,87400403300
Francisco Remiro;1945;0;0;1;CICLOCALLES;1;0;Francisco Remiro;;374,93634649700
Francisco Remiro;1946;0;0;1;CICLOCALLES;1;0;Francisco Remiro;;64,06650654620
Bonn;1947;0;0;1;CICLOCALLES;1;0;Bonn;;103,14106173900
Bonn;1948;0;0;1;CICLOCALLES;1;0;Bonn;;312,70391914000
Pilar de Zaragoza;1949;0;0;1;CICLOCALLES;1;0;Pilar de Zaragoza;;278,99665426700
Parque Fuente del Berro;1950;0;0;2;PEATONAL;0;0;Parque Fuente del Berro;;465,38521981400
Arroyo de la Media Legua;1951;0;0;1;CICLOCALLES;0;1;Arroyo de la Media Legua;;250,38983806900
Juan Esplandiu;1952;0;0;1;CICLOCALLES;1;0;Juan Esplandiu;;419,69495284400
Doce de Octubre;1953;0;0;1;CICLOCALLES;0;1;Doce de Octubre;;212,08544314800
Antonio Arias;1954;0;0;1;CICLOCALLES;1;0;Antonio Arias;;404,31190026600
Acceso Retiro por calle 12 de Octubre;1955;0;0;1;CICLOCALLES;0;1;Acceso Retiro por calle 12 de Octubre;;247,96100294100
Don Felipe;1957;0;0;1;CICLOCALLES;1;0;Don Felipe;;37,16822831210
Molino de Viento;1958;0;0;1;CICLOCALLES;1;0;Molino de Viento;;170,17965807600
Carlos Cambronero;1959;0;0;1;CICLOCALLES;1;0;Carlos Cambronero;;56,04339970490
San Roque;1960;0;0;1;CICLOCALLES;1;0;San Roque;;154,08991547000
Silva;1961;0;0;1;CICLOCALLES;1;0;Silva;;313,68958242100
Ponzano/Virtudes;1962;0;0;1;CICLOCALLES;0;1;Ponzano/Virtudes;;570,22026871400
Ponzano;1963;0;0;1;CICLOCALLES;1;0;Ponzano;;220,72614388800
Juan Vig¾n;1964;0;0;1;CICLOCALLES;0;1;Juan Vig¾n;;353,55260713900
Paseo de Camoens;1965;0;0;2;PEATONAL;0;0;Paseo de Camoens;;32,67716674440
Parque del Oeste;1966;0;0;2;PEATONAL;0;0;Parque del Oeste;;156,51949673100
Paso Moncloa;1967;0;0;2;PEATONAL;0;0;Paso Moncloa;;147,17195926500
Mario Recuero;1970;0;0;1;CICLOCALLES;1;0;Mario Recuero;;57,82206010710
Basilio de Prado;1971;0;0;1;CICLOCALLES;1;0;Basilio de Prado;;107,65877202700
Vicente Baena;1972;0;0;1;CICLOCALLES;1;0;Vicente Baena;;253,69403433700
Alejandro Casona;1973;0;0;1;CICLOCALLES;1;0;Alejandro Casona;;135,35171140900
Alejandro Casona;1974;0;0;1;CICLOCALLES;1;0;Alejandro Casona;;332,69913787600
Islas Mascare±as;1975;0;0;1;CICLOCALLES;1;0;Islas Mascare±as;;204,64402284100
Mario Recuero;1976;0;0;1;CICLOCALLES;1;0;Mario Recuero;;243,25981597500
RosalÝa de Castro;1977;0;0;1;CICLOCALLES;0;1;RosalÝa de Castro;;349,99981149400
Golfo de Sal¾nica;1978;0;0;1;CICLOCALLES;0;1;Golfo de Sal¾nica;;915,49453362700
Manoteras;1991;0;0;1;CICLOCALLES;1;0;Manoteras;;677,49412070700
Manoteras;1992;0;0;1;CICLOCALLES;1;0;Manoteras;;192,50009086500
O±a;1993;0;0;1;CICLOCALLES;1;0;O±a;;132,85004121300
Pintor Lucio Mu±oz;1994;0;0;1;CICLOCALLES;1;0;Pintor Lucio Mu±oz;;1071,65666619000
Dulce Chac¾n;1995;0;0;2;PEATONAL;0;0;Dulce Chac¾n;;239,98193131700
Paso sobre M-11;1996;0;0;2;PEATONAL;0;0;Paso sobre M-11;;153,79867138000
Acceso pasarela M-11;1997;0;0;2;PEATONAL;0;0;Acceso pasarela M-11;;199,63160393300
Roquetas de Mar;1998;0;0;1;CICLOCALLES;0;1;Roquetas de Mar;;657,99934477300
Montoro;2000;0;0;1;CICLOCALLES;1;0;Montoro;;214,40099919100
Montoro;2001;0;0;1;CICLOCALLES;1;0;Montoro;;234,84412319500
Montoro;2002;0;0;1;CICLOCALLES;1;0;Montoro;;199,27505812500
Montoro;2003;0;0;1;CICLOCALLES;0;1;Montoro;;373,98733956300
Parque calle del PÚndulo;2004;0;0;2;PEATONAL;0;0;Parque calle del PÚndulo;;31,84853865160
Sierra Gador;2005;0;0;1;CICLOCALLES;1;0;Sierra Gador;;28,13277791600
Sierra de Guadalupe;2006;0;0;1;CICLOCALLES;1;0;Sierra de Guadalupe;;214,10618968000
Sierra Gador;2007;0;0;1;CICLOCALLES;1;0;Sierra Gador;;28,13278330670
Monte Aya;2008;0;0;1;CICLOCALLES;0;1;Monte Aya;;85,65906319190
Fuentidue±a;2009;0;0;2;PEATONAL;0;0;Fuentidue±a;;34,82645433060
Fuentidue±a;2010;0;0;1;CICLOCALLES;0;1;Fuentidue±a;;95,63737057020
Pe±a Cervera;2011;0;0;1;CICLOCALLES;0;1;Pe±a Cervera;;318,36175528400
Congosto;2012;0;0;1;CICLOCALLES;0;1;Congosto;;780,29923987000
Jes·s del Pino;2013;0;0;1;CICLOCALLES;1;0;Jes·s del Pino;;270,59264388100
Juan de Malasa±a;2014;0;0;1;CICLOCALLES;1;0;Juan de Malasa±a;;78,52692733240
Real de Arganda;2015;0;0;1;CICLOCALLES;1;0;Real de Arganda;;144,01361701000
Montes de Barbanza;2016;0;0;1;CICLOCALLES;0;1;Montes de Barbanza;;429,29016803300
Puerto de Porzuna;2017;0;0;1;CICLOCALLES;0;1;Puerto de Porzuna;;312,27739596500
Jes·s del Pino;2018;0;0;1;CICLOCALLES;1;0;Jes·s del Pino;;209,12130929100
Sierra de Guadalupe;2019;0;0;1;CICLOCALLES;1;0;Sierra de Guadalupe;;209,12135153600
Camino de Vasares;2020;0;0;1;CICLOCALLES;0;1;Camino de Vasares;;568,76700376300
Felipe ?lvarez;2021;0;0;1;CICLOCALLES;0;1;Felipe ?lvarez;;302,69156450100
Felipe ?lvarez;2022;0;0;1;CICLOCALLES;0;1;Felipe ?lvarez;;132,85003636200
Avda. Albufera con Felipe ?lvarez;2023;0;0;1;CICLOCALLES;1;0;Avda. Albufera con Felipe ?lvarez;;132,85005529700
Avda. Albufera con Arboleda y Democracia;2024;0;0;1;CICLOCALLES;1;0;Avda. Albufera con Arboleda y Democracia;;227,09308307200
Albufera;2025;0;0;2;PEATONAL;0;0;Albufera;;321,30757941100
Arboleda;2026;0;0;1;CICLOCALLES;0;1;Arboleda;;520,13815634400
Campus Sur UPM;2027;0;0;1;CICLOCALLES;1;0;Campus Sur UPM;;346,27780272100
Parque calle del PÚndulo;2028;0;0;2;PEATONAL;0;0;Parque calle del PÚndulo;;39,49392257160
Parque calle del PÚndulo;2029;0;0;2;PEATONAL;0;0;Parque calle del PÚndulo;;104,23656577300
Paso A3/Calle del PÚndulo;2030;0;0;2;PEATONAL;0;0;Paso A3/Calle del PÚndulo;;39,33953471940
Paso A3/Calle del PÚndulo;2031;0;0;2;PEATONAL;0;0;Paso A3/Calle del PÚndulo;;230,95501123000
Pasarela sobre A-3 de Campus Sur a calle PÚndulo;2032;0;0;2;PEATONAL;0;0;Pasarela sobre A-3 de Campus Sur a calle PÚndulo;;232,87897353600
Campus Sur UPM;2033;0;0;1;CICLOCALLES;0;1;Campus Sur UPM;;282,43452846500
Acceso FAUNIA;2034;0;0;2;PEATONAL;0;0;Acceso FAUNIA;;259,78215992800
Cordel de Pavones;2035;0;0;2;PEATONAL;0;0;Cordel de Pavones;;71,41236552420
PÚndulo;2036;0;0;1;CICLOCALLES;1;0;PÚndulo;;464,46891817200
Ladera de los Almendros;2037;0;0;1;CICLOCALLES;1;0;Ladera de los Almendros;;72,52785204010
Poetas;2039;0;0;1;CICLOCALLES;1;0;Poetas;;458,52283931300
Pinillas;2040;0;0;1;CICLOCALLES;1;0;Pinillas;;461,58723355700
Ladera de los Almendros;2041;0;0;1;CICLOCALLES;1;0;Ladera de los Almendros;;1053,86548475000
Cordel de Pavones;2042;0;0;1;CICLOCALLES;1;0;Cordel de Pavones;;1064,36083745000
Juglares;2043;0;0;1;CICLOCALLES;1;0;Juglares;;461,04228519900
Raya;2044;0;0;1;CICLOCALLES;1;0;Raya;;461,30982722000
Fuentidue±a;2045;0;0;1;CICLOCALLES;0;1;Fuentidue±a;;670,23885136000
Villar del Olmo;2046;0;0;1;CICLOCALLES;0;1;Villar del Olmo;;283,72146453500
Laponia;2047;0;0;1;CICLOCALLES;0;1;Laponia;;780,04359174300
Luis de Hoyos Sßinz;2048;0;0;1;CICLOCALLES;0;1;Luis de Hoyos Sßinz;;652,48574525500
Pasarela M-40;2051;0;0;2;PEATONAL;0;0;Pasarela M-40;;505,29774203700
Valdebernardo;2052;0;0;1;CICLOCALLES;0;1;Valdebernardo;;786,60947501800
Encomienda de Palacios;2053;0;0;1;CICLOCALLES;0;1;Encomienda de Palacios;;779,14993791200
Encomienda de Palacios;2054;0;0;1;CICLOCALLES;0;1;Encomienda de Palacios;;389,25487793900
Pico de los Artilleros;2055;0;0;1;CICLOCALLES;0;1;Pico de los Artilleros;;757,51428980100
Mario CabrÚ;2056;0;0;1;CICLOCALLES;0;1;Mario CabrÚ;;365,94339593300
JosÚ BergamÝn;2057;0;0;1;CICLOCALLES;0;1;JosÚ BergamÝn;;712,88852482100
Molina de Segura;2058;0;0;1;CICLOCALLES;0;1;Molina de Segura;;291,19860065300
Molina de Segura;2059;0;0;1;CICLOCALLES;0;1;Molina de Segura;;352,92839624100
Luis de Hoyos Sßinz;2060;0;0;1;CICLOCALLES;0;1;Luis de Hoyos Sßinz;;426,19654685800
Encuentro;2061;0;0;1;CICLOCALLES;1;0;Encuentro;;199,27504440300
Arroyo Fontarr¾n;2062;0;0;1;CICLOCALLES;0;1;Arroyo Fontarr¾n;;189,88503516300
Corregidor Juan Francisco de Lujßn;2063;0;0;1;CICLOCALLES;0;1;Corregidor Juan Francisco de Lujßn;;542,04061585900
Corregidor Juan Francisco de Lujßn;2064;0;0;2;PEATONAL;0;0;Corregidor Juan Francisco de Lujßn;;50,82283145650
Corregidor Juan Francisco de Lujßn;2065;0;0;1;CICLOCALLES;0;1;Corregidor Juan Francisco de Lujßn;;173,53426641800
Doctor GarcÝa Tapia;2066;0;0;2;PEATONAL;0;0;Doctor GarcÝa Tapia;;131,50817891200
Arroyo Belincoso;2067;0;0;1;CICLOCALLES;0;1;Arroyo Belincoso;;525,36969639900
Arroyo de las Pilillas;2068;0;0;1;CICLOCALLES;0;1;Arroyo de las Pilillas;;225,53116168200
Parque Lineal de Palomeras con Gonzßlez Dßvila;2069;0;0;2;PEATONAL;0;0;Parque Lineal de Palomeras con Gonzßlez Dßvila;;699,02451519100
Jardines Campo de la Paloma;2070;0;0;1;CICLOCALLES;0;1;Jardines Campo de la Paloma;;237,44901923800
MartÝnez de la Riva;2071;0;0;1;CICLOCALLES;1;0;MartÝnez de la Riva;;707,29668913500
Santa Julia;2072;0;0;1;CICLOCALLES;1;0;Santa Julia;;95,65323644230
Sanz Raso;2073;0;0;1;CICLOCALLES;1;0;Sanz Raso;;383,59054740100
Picos de Europa;2074;0;0;1;CICLOCALLES;1;0;Picos de Europa;;31,44457373540
San Virgilio;2075;0;0;1;CICLOCALLES;1;0;San Virgilio;;62,25560916210
Alguacil;2076;0;0;1;CICLOCALLES;1;0;Alguacil;;56,82922300020
San Diego;2077;0;0;1;CICLOCALLES;0;1;San Diego;;149,24765616300
Carlos MartÝn ?lvarez;2078;0;0;1;CICLOCALLES;0;1;Carlos MartÝn ?lvarez;;840,20756352500
Sierra de Cadi;2079;0;0;1;CICLOCALLES;0;1;Sierra de Cadi;;205,85551093400
Rogelio Folgueras;2080;0;0;1;CICLOCALLES;1;0;Rogelio Folgueras;;193,65389770900
JosÚ Paulete;2081;0;0;1;CICLOCALLES;1;0;JosÚ Paulete;;195,70941757500
C? Valderribas;2083;0;0;1;CICLOCALLES;0;1;C? Valderribas;;43,65330029220
Valderribas;2084;0;0;1;CICLOCALLES;1;0;Valderribas;;224,33514118600
L¾pez Grass;2085;0;0;1;CICLOCALLES;1;0;L¾pez Grass;;249,17785996700
Venancio MartÝn;2086;0;0;1;CICLOCALLES;1;0;Venancio MartÝn;;271,81117640300
Valderribas;2087;0;0;1;CICLOCALLES;1;0;Valderribas;;413,61233171300
Puerto de Canfranc;2088;0;0;1;CICLOCALLES;1;0;Puerto de Canfranc;;660,16904044200
Albufera;2089;0;0;1;CICLOCALLES;1;0;Albufera;;41,19666391590
Puerto Pajares;2090;0;0;1;CICLOCALLES;1;0;Puerto Pajares;;238,20541546100
Ruices;2091;0;0;1;CICLOCALLES;1;0;Ruices;;66,91255349820
MartÝnez de la Riva;2092;0;0;1;CICLOCALLES;1;0;MartÝnez de la Riva;;89,38544318840
Pßrroco Don Emilio Franco;2093;0;0;1;CICLOCALLES;1;0;Pßrroco Don Emilio Franco;;96,06739756850
Arroyo del Olivar;2094;0;0;1;CICLOCALLES;1;0;Arroyo del Olivar;;623,08912831300
MartÝnez de la Riva;2095;0;0;1;CICLOCALLES;0;1;MartÝnez de la Riva;;411,32719540500
Sierra de Filabres;2096;0;0;1;CICLOCALLES;1;0;Sierra de Filabres;;108,08001100200
Sierra de Filabres;2097;0;0;1;CICLOCALLES;1;0;Sierra de Filabres;;377,65880435900
Enrique Velasco;2098;0;0;1;CICLOCALLES;1;0;Enrique Velasco;;445,26924540600
Payaso Fof¾;2099;0;0;1;CICLOCALLES;0;1;Payaso Fof¾;;817,19481592400
La Diligencia;2100;0;0;1;CICLOCALLES;0;1;La Diligencia;;580,06544320400
